m1 m2 m3 m4 m5 m6 m7 t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile
16 9 -769.659 -783.085 -703.297 -765.511 -763.099 665.848 667.05 668.277 677.168 685.905 694.209 701.477 708.83
9 13 -760.721 -828.407 6789.52 71.446 -511.809 1542.62 1544.24 1545.6 1559.84 1572.68 1589.13 1591.6 1593.92
6 16 -785.921 -809.335 -642.543 -808.436 -805.961 2454.99 2457.39 2459.08 2473.48 2488.25 2497.1 2501.72 2506.09
7 5 -810.542 -840.436 -572.376 -569.841 -575.77 2726.49 2728.63 2731.63 2739.42 2746.33 2752.74 2755.88 2759.19
9 5 -704.698 -724.623 -672.407 -672.56 -666.368 2951.38 2953.72 2955.96 2962.27 2967.77 2972.29 2974.77 2977.15
5 17 -800.518 -804.181 232434 -365.232 -494.956 5614.88 5618.39 5622.36 5635.7 5650.08 5674.6 5680.51 5682.95
6 2 -585.609 -649.433 -859.553 -905.64 -916.477 8348.26 8352.07 8355.13 8360.75 8365.46 8373.64 8378.8 8383.72
7 11 -832.315 -828.581 -583.703 -584.468 -621.578 494.068 495.163 496.469 504.846 511.692 515.382 517.868 520.795
12 1 -736.038 -768.555 -629.131 -681.106 -689.474 1044.22 1045.83 1047.57 1053.34 1057.98 1062.63 1066.13 1069.82
9 14 -808.536 -865.055 -804.611 -810.385 -810.699 1343.66 1345.22 1347.21 1363.1 1377.63 1386.3 1390.78 1395.47
1 10 -658.603 -705.358 165516 3634.65 -627.6 1945.9 1947.75 1949.47 1959.92 1969.3 2003.34 2014.8 2020.96
9 15 -864.484 -883.298 117955 242662 -472.539 2268.45 2270.42 2272.16 2283.05 2292.07 2317.15 2341.53 2346.98
12 12 -763.734 -793.838 -646.823 -680.642 -683.238 2353.8 2356.13 2358.18 2369.17 2379.27 2389.77 2394.23 2398.32
13 14 -727.365 -833.059 -703.332 -820.304 -823.964 2706.39 2708.53 2710.29 2721.43 2731.3 2751.22 2755.67 2760.09
7 11 -720.452 -774.793 203267 -559.355 -591.241 3314.86 3317.24 3319.27 3330.87 3341.52 3370.17 3374.57 3378.03
7 10 -819.183 -842.495 -748.857 -789.475 -811.939 5476.46 5480.01 5484.12 5492.53 5500.25 5509.48 5515.34 5521.27
18 11 -689.493 -720.873 -540.852 -572.688 -694.072 5897.24 5900.88 5904.29 5912.32 5919.34 5926.15 5929.32 5932.85
9 15 -846.145 -857.364 18019 -475.941 -508.858 9700.73 9704.82 9709.18 9723.33 9735.14 9757.48 9760.97 9764.25
10 10 -795.595 -735.119 -566.432 -602.168 -610.362 1013.84 1015.32 1016.95 1027.49 1035.89 1041.8 1045.73 1049.55
13 6 -840.05 -903.467 296476 -516.9 -588.509 1159.7 1161.14 1162.96 1172.81 1181.12 1210.88 1217.88 1220.44
10 7 -618.523 -623.055 -721.614 -767.755 -770.153 1933.55 1935.59 1938.1 1945.75 1951.99 1957.72 1961.06 1964.37
9 19 -786.348 -892.258 -873.216 -883.102 -879.373 2219.81 2221.74 2223.97 2241.33 2256.47 2262.67 2266.27 2270.43
16 9 -740.781 -771.828 -497.62 -579.335 -617.003 2604.6 2606.72 2608.68 2614.13 2617.35 2630.72 2635.18 2639.44
16 4 -659.38 -727.953 74915.1 -502.07 -548.821 3725.42 3728 3730.72 3738.4 3744.68 3763.3 3768.88 3770.71
7 11 -712.808 -755.949 -425.95 -601.6 -614.081 3997.38 4000.39 4003.58 4013.43 4021.61 4038.5 4041.35 4044.07
7 14 -694.335 -773.286 -668.182 -703.311 -722.848 4274.51 4277.19 4279.8 4294.77 4308.42 4315.33 4320.02 4325.35
17 7 -665.439 -687.58 -764.255 -794.24 -783.113 4771.74 4775.04 4778.19 4785.85 4791.9 4807.52 4818.18 4829.09
10 8 -737.477 -792.208 -586.08 -652.67 -711.881 6964.22 6967.64 6971.07 6979.22 6986.15 6997.61 7000.61 7004.04
12 5 -742.523 -743.556 -789.874 -894 -898.908 20.246 20.4745 20.7222 30.2138 38.187 46.2954 54.8093 62.508
14 1 -699.792 -708.832 -660.189 -691.649 -706.771 64.8786 65.1676 65.4871 69.777 73.3132 77.8273 82.0903 86.4446
9 11 -709.675 -781.604 -671.628 -684.496 -684.586 180.561 181.057 181.472 190.4 198.623 202.711 205.855 208.829
6 13 -762.821 -791.228 -652.511 -731.706 -764.141 1339.86 1341.36 1342.85 1352.51 1361.17 1369.09 1373.24 1378.21
4 21 -776.666 -799.882 -705.214 -707.698 -710.467 1821.46 1823.41 1825.7 1843.41 1860.46 1864.93 1867.81 1870.51
8 13 -837.369 -951.452 -612.08 -635.043 -638.987 4586.65 4589.41 4592.36 4603.48 4612.31 4625.27 4628.53 4631.9
15 15 -732.698 -736.649 -608.411 -653.205 -659.043 6312.1 6315.5 6318.86 6329.97 6339.39 6345.53 6349.03 6352.31
15 15 -705.027 -769.124 650.859 -848.094 -869.556 7107.42 7111.05 7114.34 7124.84 7134.4 7157.7 7164.45 7171.05
7 7 -743.943 -745.563 -708.305 -760.094 -759.572 7338.67 7342.29 7345.44 7353.23 7360.26 7366.59 7369.63 7373.09
10 16 -751.312 -777.903 -765.455 -871.881 -869.015 7518.23 7521.97 7525.78 7540.72 7555.92 7574.36 7585.84 7597.35
7 19 -782.356 -844.151 -516.201 -516.302 -516.519 8341.02 8344.81 8348.32 8362.09 8374.77 8380.21 8382.82 8385.15
6 23 -881.341 -919.988 -631.587 -720.141 -755.752 7.83851 8.18644 8.55872 54.2141 101.586 121.783 133.262 146.759
15 7 -802.238 -841.976 -790.99 -838.836 -834.794 514.869 516.471 518.023 537.102 555.225 579.049 590.511 599.751
6 13 -864.598 -874.362 -914.288 -951.445 -962.226 1093.97 1096.14 1097.81 1125.77 1147.85 1205.21 1233.64 1266.43
19 23 -911.69 -929.621 267631 -625.082 -660.686 5208.15 5211.49 5215.37 5260.49 5297.77 5370.74 5390.1 5401.94
16 16 -761.05 -803.253 396653 373679 -506.383 5697.08 5702.25 5707.62 5736.21 5764.14 5797.16 5837.64 5861.81
15 2 -678.049 -743.098 -429.248 -688.38 -696.215 116.256 117.157 118.18 132.916 143.992 189.67 199.424 209.307
15 9 -638.613 -690.986 -513.419 -514.395 -514.267 209.45 210.392 211.387 232.523 249.636 256.076 262.341 268.065
19 9 -822.412 -867.111 -622.069 -711.235 -772.736 393.515 394.673 396.39 411.529 421.011 439.645 450.749 462.607
3 10 -701.988 -758.841 -640.195 -638.157 -638.733 1094.48 1096.71 1098.7 1124.43 1150.74 1160.09 1167.11 1174.8
11 17 -779.644 -809.397 -478.147 -656.649 -670.642 2055.46 2058.4 2060.94 2089.42 2105.4 2154.09 2162.49 2170.98
19 12 -722.201 -801.126 -629.448 -719.696 -722.685 2956.11 2959.45 2961.44 2999.38 3028.33 3040.02 3049.14 3057.64
13 10 -729.636 -715.734 -698.276 -735.855 -743.229 4221.73 4225.82 4230 4253.87 4273.43 4321.24 4339.87 4356.61
10 17 -825.029 -834.955 -767.883 -751.579 -800.293 6886.36 6890.36 6895.08 6926.02 6956.85 6992.31 7018.38 7041.62
6 17 -769.989 -850.26 -733.01 -814.476 -839.065 7346.89 7352.76 7358.15 7394.81 7428.03 7466.3 7494.09 7522.94
7 1 -640.56 -649.799 -709.997 -719.752 -738.114 9652.09 9658.26 9663.65 9671.28 9681.48 9695.32 9703.26 9711.94
18 20 -847.959 -861.753 -672.017 -751.295 -776.283 3.46523 3.60799 3.75092 21.5725 38.0044 66.4263 78.9154 90.627
10 13 -754.76 -787.685 -568.304 -639.13 -633.713 240.523 241.131 241.73 255.689 267.724 278.213 281.243 284.238
8 15 -763.326 -764.259 281629 -545.074 -566.74 2848.98 2851.53 2854.34 2865.98 2875.32 2914.42 2921.54 2926.03
17 6 -742.181 -769.963 -659.737 -661.485 -662.031 3763.08 3766.03 3768.5 3777.44 3785.38 3791.38 3794.34 3797.1
13 25 -832.279 -925.418 -681.752 -703.676 -705.826 5750.52 5754.08 5757.88 5778.89 5798.4 5806.34 5809.63 5812.46
7 13 -823.271 -871.18 1.1148e+06 -567.689 -575.908 6087.16 6090.97 6095.39 6108.2 6119.8 6161.46 6173.67 6177.19
12 3 -721.869 -714.252 -723.364 -728.638 -709.641 7215.59 7218.97 7222.5 7226.39 7230.16 7245.08 7254.53 7263.96
14 13 -835.712 -841.834 -682.75 -739.148 -754.965 8439.52 8443.26 8446.83 8457.55 8466.49 8481.28 8488.57 8495.43
13 1 -723.609 -804.167 -656.097 -677.138 -702.365 8771.78 8775.7 8780.2 8784.81 8788.4 8808.4 8812.43 8816.6
12 16 -800.241 -819.039 -697.216 -716.075 -709.614 9020.79 9024.71 9029.1 9044.64 9058.72 9068.37 9072.96 9077.12
15 11 -821.48 -860.844 -653.779 -680.747 -685.311 153.664 154.311 155.225 167.614 179.501 183.104 186.141 189.397
10 12 -706.636 -745.621 -764.955 -772.416 -763.498 3622.46 3625.74 3628.59 3643.46 3656.32 3664.79 3668.64 3672.97
17 7 -715.387 -750.732 -675.638 -696.634 -694.687 3983.2 3986.67 3990.71 4001.16 4011.15 4016.9 4019.73 4022.48
11 2 -798.862 -856.828 -675.421 -694.325 -723.454 4029.58 4033.05 4036.15 4042.36 4047.07 4055.43 4059.83 4064.3
13 8 -684.233 -746.612 -668.281 -684.886 -692.21 5028.98 5032.85 5036.44 5047.95 5056.65 5063.14 5065.9 5068.77
12 2 -623.263 -618.376 -678 -670.43 -667.892 6563.79 6568.7 6573.61 6581.61 6588.31 6598.35 6602.67 6606.76
10 12 -687.144 -707.787 -617.767 -647.459 -647.326 6656.58 6661.16 6665.58 6673.36 6679.05 6688.64 6692.48 6696.08
7 10 -702.818 -751.91 -619.081 -643.504 -655.337 7058.65 7063.2 7068.71 7077.87 7084.38 7094.44 7097.79 7101.05
8 7 -761.731 -791.283 -630.645 -679.077 -663.324 8087.62 8091.7 8096.39 8106.28 8113.96 8124.11 8128.39 8132.6
3 5 -634.618 -688.28 -672.254 -733.337 -736.424 8494.31 8498.63 8502.57 8508.91 8514.4 8522.31 8525.13 8527.79
11 13 -751.216 -838.568 -745.474 -776.166 -782.535 8921.16 8925.55 8929.99 8943.08 8954.69 8962.98 8966.96 8970.64
14 19 -930.695 -948.378 -632.813 -668.326 -681.633 9784.72 9789.75 9795.22 9815.48 9834.76 9847.45 9851.49 9855.6
7 8 -791.128 -810.402 -641.589 -669.504 -701.565 66.2291 66.6365 67.1531 75.4809 83.0329 86.1832 89.5538 94.2804
11 3 -605.45 -625.484 40378 -497.168 -683.013 2395.41 2397.7 2400.35 2406.18 2409.8 2441.45 2444.64 2447.55
10 15 -823.724 -849.27 276096 -666.028 -623.953 9792.56 9796.62 9801.78 9818.13 9833.87 9858.83 9864.95 9866.35
13 13 -821.277 -923.194 460078 22370.3 -318.084 9991.33 9995.59 9999.07 10015.6 10031.5 10052.7 10065.1 10070
7 15 -802.752 -804.253 -732.751 -753.101 -775.979 23.1314 23.3993 23.6571 52.1919 67.4977 74.4501 86.4094 98.7697
13 19 -784.455 -833.968 -639.38 -642.997 -643.802 2139.93 2143.27 2145.87 2179.6 2202.87 2212.78 2217.97 2223.78
14 12 -871.483 -928.963 24718.3 -349.247 -341.897 5796.7 5801.25 5807.29 5833.26 5860.98 5921.97 5929.27 5933.65
6 4 -650.75 -709.453 -701.51 -747.676 -765.869 7716.68 7722.07 7730.1 7741.84 7758.51 7772.55 7782.77 7795.66
6 20 -828.66 -861.106 3765.79 -714.511 -737.385 579.557 581.459 583.17 618.268 651.542 686.81 696.98 703.542
10 10 -926.377 -935.561 -608.568 -762.941 -862.327 840.615 842.746 845.014 859.043 880.811 941.782 978.165 1014.01
13 2 -692.584 -778.183 -573.859 -605.998 -611.318 1061.33 1063.59 1065.8 1083.22 1093.36 1107.87 1116.5 1124.49
15 18 -721.681 -754.077 -700.799 -737.872 -744.619 1890.95 1894.15 1896.04 1914.05 1927.2 1944.33 1959.46 1971.64
7 2 -741.553 -764.643 4674.81 -449.422 -534.112 5482.26 5486.54 5491.85 5504.42 5516.36 5577.57 5584.31 5587.96
8 10 -770.028 -801.506 -694.752 -774.292 -773.936 6101.88 6107.33 6112.26 6130.14 6149.46 6190.93 6199.88 6208.9
11 14 -734.645 -775.358 -616.884 -740.738 -742.384 0.00057885 0.138 0.292466 14.2791 28.8277 32.7459 39.0244 45.6421
12 20 -852.645 -855.907 -521.593 -529.899 -572.926 56.445 56.7049 56.979 76.0717 93.5358 102.396 105.85 109.385
9 15 -759.154 -762.099 -609.495 -630.554 -633.318 236.33 236.841 237.278 248.165 257.428 274.256 278.276 282.311
8 6 -822.544 -857.483 -648.102 -649.811 -626.081 1104.86 1106.23 1107.31 1116.77 1124.75 1128.37 1130.78 1133.64
11 19 -832.373 -845.7 -578.937 -654.532 -661.148 1738.6 1740.31 1741.65 1756.3 1771.31 1785.62 1789.33 1792.47
22 7 -876.332 -816.751 -664.854 -665.409 -675.47 2002.16 2004.06 2005.59 2014.5 2021.25 2025.28 2028.04 2030.8
6 8 -631.666 -694.538 -729.223 -724.437 -727.572 2045.75 2047.69 2049.51 2057.83 2065.6 2070.43 2072.87 2075.25
19 17 -796.339 -850.092 -700.917 -762.729 -766.913 3670.43 3673 3675.6 3691.03 3705.81 3711.6 3714.79 3717.86
5 25 -786.148 -832.356 -103.037 -579.951 -706.814 6267.84 6271.24 6274.74 6294.08 6312.3 6334.53 6337.71 6340.92
7 11 -791.977 -869.091 -698.17 -784.085 -824.113 6972.92 6976.51 6981.01 6993.66 7005.28 7024.96 7033.17 7041.04
7 2 -653.457 -725.584 -692.93 -677.689 -804.666 7450.37 7454.11 7457.4 7464.32 7470.05 7490.7 7503.79 7516.86
8 1 -634.642 -670.432 373.24 -521.197 -558.328 9110.52 9114.75 9118.51 9124.37 9129.24 9157.05 9158.88 9160.49
13 24 -834.336 -885.16 -704.779 -706.816 -703.711 84.3234 84.8624 85.7357 109.301 132.12 139.906 144.423 148.516
8 6 -805.579 -817.613 -752.691 -774.237 -789.598 1109.2 1110.6 1112.04 1122.91 1133.03 1147.94 1161.54 1174.97
5 1 -767.753 -797.91 -510.768 -531.334 -542.454 1237.88 1239.35 1240.9 1247.05 1251.92 1258.37 1261.86 1265.59
9 11 -715.341 -749.605 -730.353 -771.47 -804.798 1363.83 1365.41 1366.76 1379.07 1389.47 1394.13 1397.1 1400.06
9 8 -783.45 -782.977 -483.063 -534.761 -528.24 1672.14 1673.86 1675.9 1684.23 1692.16 1711.67 1720.41 1726.99
5 2 -670.187 -715.969 -505.147 -581.44 -583.642 3294.42 3296.85 3299.39 3305.65 3310.95 3316.73 3319.95 3323.15
10 15 -824.202 -872.027 -482.193 -611.469 -612.942 3631.31 3633.9 3636.18 3646.03 3654.43 3659.95 3662.85 3666.05
7 6 -715.367 -722.427 -631.545 -624.85 -625.07 4146.55 4149.42 4151.8 4161.94 4170.18 4175.53 4178.21 4180.98
7 2 -661.556 -681.063 -640.4 -676.626 -681.02 5891.81 5895.09 5898.45 5906.56 5913.24 5925.64 5930.55 5935.33
9 14 -796.999 -882.671 -650.724 -652.346 -647.151 9827.66 9831.96 9836.38 9849.19 9860.31 9869.09 9872.46 9875.6
11 14 -776.162 -811.372 -672.337 -729.458 -739.653 77.8192 78.2466 78.7886 89.3516 100.147 109.503 115.422 121.157
10 7 -722.302 -831.048 -543.721 -557.49 -583.546 3258.25 3260.57 3262.75 3270.95 3279.18 3289.31 3293.44 3297.67
5 12 -705.745 -754.138 -725.392 -743.046 -749.686 5797.07 5800.35 5803.62 5815.96 5826.89 5833.53 5836.49 5839.47
15 8 -697.723 -798.057 -674.137 -804.814 -845.84 5984.64 5987.95 5991.14 5997.85 6003.39 6010.27 6013.57 6016.86
11 13 -724.706 -829.556 -715.415 -743.484 -742.46 8437.27 8441.14 8445.26 8456.71 8464.95 8473.91 8478.88 8483.72
6 3 -664.378 -723.576 -473.65 -657.454 -685.077 9764.62 9768.88 9772.73 9777.45 9782.39 9791.36 9794.31 9797.27
4 14 -819.3 -842.481 -539.764 -640.761 -678.964 6.99731 7.20744 7.39459 17.6393 27.4384 33.142 37.2501 41.1136
6 11 -695.13 -741.197 -645.409 -671.045 -711.512 114.962 115.415 115.888 129.023 141.927 153.967 162.076 171.326
9 8 -712.521 -767.711 -695.855 -708.671 -780.243 334.477 335.249 336.05 344.468 350.815 354.782 357.67 361.093
16 4 -639.441 -706.408 -732.876 -728.947 -752.457 414.409 415.275 416.095 421.817 426.295 439.054 450.266 461.842
19 14 -858.707 -903.588 2625.79 -635.471 -683.524 474.433 475.314 476.108 490.868 503.678 521.216 525.465 530.386
18 17 -839.829 -828.566 65181.9 246773 -442.38 670.963 671.992 673.109 687.326 699.757 721.279 727.32 728.944
14 25 -839.289 -910.216 -605.786 -642.682 -685.179 1105.13 1106.48 1107.9 1128.37 1148.6 1161.91 1167.05 1170.97
18 8 -879.878 -921.632 -681.068 -795.77 -891.95 1519.23 1520.98 1522.89 1533.51 1541.91 1545.92 1548.31 1550.71
12 13 -738.991 -843.505 456821 -542.527 -579.412 4939.18 4942.07 4944.87 4961.95 4978.4 5013.7 5022.6 5025.76
9 12 -781.134 -802.003 979053 1309.96 -451.545 5152.63 5155.61 5158.94 5169.11 5178.42 5194.13 5211.24 5214.87
6 11 -733.921 -786.924 210719 -504.307 -689.833 5719.21 5722.31 5724.81 5735.97 5744.79 5771.6 5774.85 5778.69
15 3 -709.837 -694.534 -589.715 -590.321 -586.485 8379.41 8383.29 8387.58 8392.87 8397.01 8403.19 8405.49 8407.76
8 6 -739.986 -838.837 -681.162 -703.879 -706.554 1393.8 1395.52 1398.26 1406.5 1413.13 1421.03 1424.17 1427.14
13 12 -705.148 -767.739 -626.768 -675.938 -681.849 2417.24 2419.16 2421.26 2431.12 2438.13 2449.31 2453.91 2458.58
8 12 -784.598 -843.348 -663.025 -702.48 -733.206 2602.5 2604.57 2606.42 2617.89 2627.18 2632.96 2637.13 2640.87
10 10 -762.429 -801.885 -626.79 -680.276 -766.421 4352.73 4355.5 4358.33 4367.66 4376.44 4387.42 4390.59 4394.2
7 10 -741.738 -723.695 -665.855 -676.092 -677.827 6897.31 6900.8 6904.82 6912.62 6919.06 6924.76 6927.31 6930
12 11 -894.059 -878.738 -337.166 -706.178 -733.437 8062.51 8066.3 8070.15 8080.98 8090.88 8105.09 8113.4 8123.37
9 15 -788.536 -879.22 -699.593 -779.568 -787.099 9386.88 9390.96 9395.42 9411.02 9425.35 9441.79 9447.07 9452.35
14 2 -631.357 -655.829 91.0793 -480.223 -593.51 1.62836 1.76049 1.91234 8.63581 13.6156 33.7463 38.0148 44.1076
7 16 -811.108 -779.262 -583.617 -620.441 -607.731 72.2721 72.6664 72.977 85.7377 95.4646 99.1027 102.555 105.984
5 3 -587.708 -595.79 -593.281 -589.041 -657.925 128.027 128.461 129.035 134.599 138.694 142.758 146.295 149.968
17 2 -672.629 -693.438 -681.855 -678.552 -684.879 479.045 480.109 481.006 487.037 491.874 496.261 499.301 502.395
11 23 -991.642 -986.56 25235.5 189206 -457.494 1105.28 1106.69 1107.92 1125.08 1141.79 1179.8 1191.47 1197.35
12 7 -635.701 -703.813 -557.694 -721.573 -684.495 2669.52 2671.54 2673.59 2678.59 2682.65 2692.22 2695.67 2699.05
17 11 -713.441 -727.927 -652.533 -889.357 -974.876 3022.86 3025.04 3026.98 3041.18 3053.33 3085.59 3093.66 3101.45
6 7 -755.697 -845.894 -737.735 -758.663 -775.249 3172.62 3174.81 3177.25 3188.95 3201.11 3219.83 3231.79 3244.81
6 19 -810.549 -814.695 -686.244 -704.462 -775.691 4315.24 4317.91 4320.59 4335.57 4348.02 4356.63 4364.1 4371.67
10 12 -762.985 -755.305 -605.669 -651.79 -701.644 4495.64 4498.31 4501.19 4513.87 4524.57 4531.35 4534.65 4538.07
12 17 -809.914 -839.286 -324.48 -595.146 -660.429 4792.63 4795.44 4797.85 4817.54 4834.56 4849.26 4852.73 4856.42
16 14 -785.48 -776.91 -593.952 -722.032 -721.585 5488.21 5491.12 5494.08 5504.81 5515.16 5534.15 5539.84 5544.79
15 3 -747.792 -774.883 31045 -382.579 -567.203 6329.81 6332.99 6336.22 6342.11 6348.05 6376.21 6380.16 6382.8
7 1 -551.493 -600.858 13094.2 -507.478 -590.589 6674.81 6678.14 6681.63 6687.63 6691.66 6716.63 6722.59 6727.76
7 1 -693.266 -728.769 -596.034 -684.862 -715.183 48.6102 49.0474 49.4449 55.0822 59.967 63.1615 66.1171 68.6276
6 3 -671.064 -704.099 -864.022 -938.731 -1099.36 158.937 159.434 160.011 164.889 169.672 202.288 225.887 250.683
11 18 -809.417 -793.604 -583.637 -605.996 -629.66 503.686 504.511 505.41 517.72 528.296 534.214 538.018 542.032
12 10 -770.655 -842.529 -696.555 -766.23 -798.645 730.642 731.677 732.521 742.307 751.537 767.051 773.499 780.048
10 19 -746.945 -746.227 -816.837 -851.157 -854.336 872.967 874.129 875.522 889.714 900.674 904.136 906.856 909.722
6 11 -746.545 -777.917 -642.449 -825.305 -822.078 1369.41 1370.86 1372.1 1383.21 1390.25 1394.72 1397.1 1399.51
7 12 -749.159 -793.711 -725.791 -768.589 -808.881 1802.26 1803.95 1805.91 1818.9 1831.41 1839.7 1846.08 1852.6
13 15 -765.547 -823.45 -650.438 -832.733 -794.515 3676.27 3678.85 3681.37 3695.8 3707.46 3712.77 3715.36 3717.91
9 3 -690.936 -703.303 -583.971 -603.253 -617.479 3961.47 3964.11 3966.64 3972.58 3977.23 3982.38 3984.96 3988.11
12 10 -674.541 -657.559 -663.694 -706.811 -702.729 4741.94 4744.77 4747.56 4756.65 4764.1 4769.98 4772.56 4775.25
14 10 -681.803 -717.968 -825.864 -857.347 -852.999 6123.92 6127.27 6131.04 6140.91 6151.02 6159.55 6166.18 6172.44
12 5 -877.874 -935.505 -724.063 -775.243 -773.259 6644.53 6648.01 6651.42 6658.48 6664.33 6680.84 6688.02 6695.25
6 21 -914.774 -952.366 -747.979 -812.465 -836.318 6750.74 6754.22 6758.22 6774.72 6790.51 6806.74 6815.77 6825.19
6 7 -747.975 -750.759 -722.811 -739.691 -740.171 7280.73 7284.38 7287.66 7295.72 7303.66 7309.58 7312.02 7314.55
9 11 -750.997 -777.084 -641.691 -661.945 -672.838 2763.66 2766.24 2768.7 2779.13 2787.53 2798.82 2803.42 2807.93
6 16 -772.535 -834.838 67154.6 -523.044 -588.043 7974.35 7978.32 7982.1 7999.81 8014.85 8066.01 8071.24 8075.42
10 10 -841.198 -889.61 -619.796 -679.875 -720.361 208.229 208.811 209.407 217.344 224.296 232.455 235.569 238.281
12 1 -760.117 -774.943 -753.9 -773.286 -809.534 380.611 381.404 382.495 387.659 392.482 406.507 419.597 431.756
5 10 -758.529 -794.822 -673.623 -670.184 -669.382 753.325 754.43 755.902 765.031 772.519 777.58 780.881 784.546
17 4 -698.054 -716.466 4669.33 -663.093 -794.425 2148.03 2150 2152.74 2161.69 2169.6 2193.03 2198.53 2206.9
10 4 -669.501 -733.604 -673.816 -675.286 -675.242 3657.63 3660.21 3662.98 3669.82 3674.96 3682.62 3686.81 3690.7
14 3 -859.883 -866.165 548788 -614.188 -631.419 8689.46 8693.48 8697.33 8702.73 8706.99 8739.88 8749.13 8752.61
8 5 -764.964 -812.891 323001 -603.928 -714.139 9494.14 9498.45 9502.28 9508.04 9512.84 9547.66 9560.37 9571.13
6 12 -664.02 -753.896 -645.242 -652.618 -662.49 8.02713 8.24394 8.45727 21.276 32.4109 35.177 37.7215 40.605
8 6 -694.345 -729.097 44207.9 -527.352 -594.385 45.5738 45.7835 45.9588 54.4884 59.4701 85.5242 88.5555 92.9046
12 4 -735.121 -772.68 -649.499 -634.445 -646.136 104.203 104.453 104.672 112.126 117.669 120.783 123.359 126.261
12 7 -689.557 -696.151 559205 -397.493 -386.723 127.922 128.192 128.416 136.898 143.14 158.762 168.964 170.9
9 15 -767.799 -793.806 -746.731 -801.96 -869.344 370.049 370.718 371.407 385.427 399.257 407.906 416.93 427.986
12 5 -685.724 -718.337 -764.225 -875.999 -883.171 446.461 447.192 447.905 456.221 464.467 482.386 493.951 504.905
11 5 -724.264 -764.367 6763.91 -725.081 -753.163 574.44 575.26 576.015 583.173 589.178 598.706 602.496 605.812
13 2 -702.462 -741.56 41401.4 -423.61 -536.002 784.474 785.426 786.483 792.103 796.76 820.659 824.526 826.924
9 8 -766.254 -781.597 -539.684 -610.982 -709.53 893.799 894.855 895.988 903.327 909.57 922.885 925.982 929.686
11 5 -816.89 -855.08 -703.041 -745.824 -737.745 1057.41 1058.57 1059.86 1070.57 1081.32 1086.51 1090.62 1094.65
15 19 -840.003 -921.387 -684.148 -685.711 -693.075 2524.4 2526.39 2528.61 2543.43 2556.67 2571.81 2575.74 2580
9 9 -841.965 -857.825 -574.871 -689.563 -722.608 2688.97 2691.04 2693.45 2705.01 2714.76 2720.69 2723.79 2726.02
7 4 -789.502 -820.27 -759.51 -799.317 -840.953 2774.14 2776.32 2778.74 2785.5 2791.16 2813.22 2831.3 2850
6 2 -734.551 -731.34 -670.84 -676.459 -678.333 3284.64 3286.98 3289.24 3296.54 3302.17 3307.25 3310.34 3313.14
7 13 -771.685 -770.591 -690.41 -692.644 -670.233 3596.36 3598.72 3601.19 3610.16 3618.12 3623.24 3626.21 3628.89
6 21 -763.595 -815.235 -706.265 -709.659 -749.399 5137.63 5140.54 5144.22 5158.89 5169.98 5175.18 5177.96 5180.7
11 11 -754.89 -770.106 -668.05 -704.357 -697.722 6328.23 6331.46 6334.8 6343.43 6351.37 6358.52 6361.89 6365.89
3 3 -674.522 -692.409 -805.823 -879.152 -882.162 6579.77 6583.26 6587.46 6594.54 6599.84 6623.98 6630.48 6636.88
16 14 -744.003 -782.509 -326.308 -400.405 -406.572 7506.24 7509.93 7513.32 7529.85 7546.27 7560.77 7562.83 7564.67
12 11 -868.478 -875.63 -659.819 -690.032 -684.539 8380.86 8384.79 8388.44 8398.21 8407.1 8422.67 8427.62 8433.65
17 7 -746.228 -763.3 -660.579 -752.637 -756.445 9179.68 9183.79 9187.43 9195.58 9200.75 9215.26 9221.35 9227.47
6 2 -628.483 -647.389 -620.883 -727.825 -771.887 32.2205 32.4904 32.9737 39.9013 46 51.726 55.4122 59.2416
6 1 -820.507 -831.036 -876.614 -911.172 -903.889 200.52 201.098 201.607 206.623 211.322 214.611 216.979 219.247
12 11 -742.993 -739.229 -648.198 -660.911 -684.126 379.509 380.311 381.146 393.895 404.735 408.941 412.004 415.592
7 10 -831.684 -835.675 -700.353 -774.568 -771.234 911.088 912.31 913.647 922.74 930.762 937.05 941.216 945.675
14 4 -640.585 -645.349 -694.709 -697.296 -728.724 1001.98 1003.32 1004.5 1010.5 1014.82 1019.68 1023.06 1026.84
9 8 -680.034 -715.08 -719.259 -726.457 -725.134 1948.59 1950.48 1952.56 1962.25 1969.01 1972.93 1975.54 1978.24
11 16 -782.38 -861.905 -730.126 -706.241 -724.173 1983.9 1985.76 1987.52 2000.16 2010.54 2016.02 2020.22 2024.59
13 16 -810.543 -839.361 -845.137 -850.755 -861.801 3532.57 3535.14 3537.89 3546.61 3555.02 3560.2 3562.68 3565.15
8 14 -731.202 -722.595 -682.838 -752.144 -769.471 5584.38 5587.57 5591.36 5601.17 5609.44 5623 5633.83 5644.88
10 9 -805.482 -800.75 -740.644 -742.81 -754.521 7766.35 7770.15 7774.46 7783.06 7790.48 7796.62 7799.67 7802.74
9 4 -712.247 -709.658 -645.066 -647.092 -648.054 9148.16 9152.31 9156.17 9164.42 9171.07 9178.73 9181.93 9184.62
8 11 -874.693 -934.151 -846.174 -874.456 -905.69 9230.17 9234.23 9239.11 9250.45 9260.79 9279.65 9292.21 9304.48
